edad,ingreso_mensual,confianza_mercado,apoyo_redistribucion,valoracion_orden_publico,preferencia_politica
61,1430000,6,3,5,Derecha
29,5500000,7,3,8,Derecha
34,1530000,5,4,3,Centro
18,3860000,7,4,7,Derecha
43,880000,7,3,2,Derecha
46,2760000,5,3,3,Derecha
43,1990000,9,7,6,Centro
54,1180000,6,3,5,Centro
44,540000,6,7,4,Centro
37,2590000,8,3,8,Derecha
43,2090000,7,6,4,Centro
44,2040000,8,2,7,Derecha
65,540000,8,5,7,Derecha
60,460000,5,5,4,Izquierda
18,350000,6,4,8,Centro
54,1120000,10,3,10,Derecha
65,1000000,6,4,8,Derecha
39,1220000,7,8,2,Centro
18,690000,4,6,9,Izquierda
32,350000,7,5,8,Centro
59,860000,9,6,7,Centro
43,1690000,6,8,5,Izquierda
60,610000,6,6,7,Izquierda
48,350000,7,8,8,Centro
18,810000,8,5,5,Derecha
37,2700000,6,4,6,Derecha
42,350000,3,9,2,Izquierda
67,1200000,5,7,10,Derecha
47,1280000,7,7,3,Izquierda
18,1650000,5,9,5,Izquierda
37,1630000,7,5,10,Derecha
30,510000,3,6,8,Izquierda
49,700000,8,1,4,Derecha
39,1560000,7,4,7,Derecha
19,1860000,6,5,8,Derecha
52,1590000,7,4,7,Centro
35,1790000,5,7,6,Izquierda
40,730000,5,7,7,Centro
35,5500000,4,10,4,Izquierda
39,940000,7,3,7,Centro
39,480000,5,5,3,Centro
71,1690000,6,2,6,Derecha
36,1820000,9,5,8,Derecha
51,770000,5,8,8,Centro
58,1380000,6,5,8,Centro
49,990000,1,8,5,Izquierda
47,720000,4,5,3,Izquierda
31,1450000,4,7,5,Izquierda
51,950000,6,6,7,Centro
56,1330000,3,6,1,Izquierda
58,940000,7,4,8,Derecha
18,1220000,7,6,6,Centro
21,1150000,7,2,2,Derecha
48,1600000,6,3,6,Derecha
56,690000,7,5,4,Centro
54,1080000,3,6,8,Centro
30,1460000,10,3,4,Derecha
47,3000000,5,5,4,Centro
73,1480000,6,4,4,Derecha
45,3320000,6,5,7,Derecha
40,510000,6,5,7,Derecha
39,2510000,4,4,4,Centro
53,670000,2,6,6,Izquierda
49,1210000,6,6,4,Derecha
61,530000,5,5,7,Izquierda
52,520000,4,4,4,Centro
68,2300000,4,6,8,Derecha
38,2550000,4,8,4,Izquierda
65,1230000,8,3,7,Derecha
56,900000,10,3,5,Derecha
49,1080000,5,3,8,Derecha
50,1530000,7,3,9,Derecha
28,2110000,4,5,4,Centro
85,2980000,8,3,3,Derecha
27,1640000,5,4,5,Derecha
68,490000,6,6,8,Derecha
33,2170000,8,4,3,Derecha
48,1920000,8,4,4,Derecha
70,610000,5,8,5,Izquierda
40,360000,4,5,7,Izquierda
18,2160000,7,3,7,Derecha
31,790000,5,4,8,Derecha
47,4920000,6,7,5,Centro
57,740000,6,5,3,Centro
18,650000,3,5,7,Izquierda
36,850000,7,5,5,Derecha
46,3150000,7,6,9,Izquierda
22,750000,5,6,9,Derecha
50,520000,5,4,6,Derecha
36,1080000,2,7,7,Izquierda
30,350000,8,6,8,Derecha
47,2330000,7,7,7,Centro
50,680000,5,6,6,Izquierda
29,780000,9,5,8,Centro
29,1530000,5,6,3,Centro
45,940000,5,3,8,Centro
68,2000000,5,6,5,Izquierda
57,1110000,2,5,1,Izquierda
52,1150000,7,3,2,Centro
39,1760000,6,6,7,Centro
50,1780000,7,6,9,Derecha
60,1660000,2,4,6,Izquierda
43,2250000,9,3,4,Derecha
44,1240000,6,5,3,Centro
18,1550000,7,6,8,Izquierda
44,720000,4,10,4,Centro
30,1420000,7,6,5,Izquierda
51,1950000,4,7,5,Izquierda
27,960000,6,8,7,Centro
29,2340000,5,5,6,Derecha
45,940000,4,8,6,Centro
19,1890000,8,5,7,Derecha
18,1730000,8,2,8,Derecha
57,710000,4,7,3,Centro
35,1210000,5,3,4,Centro
58,460000,10,2,4,Derecha
74,350000,6,1,10,Derecha
54,1950000,7,5,5,Derecha
49,1290000,7,6,6,Centro
43,1030000,7,8,6,Centro
44,2620000,4,6,5,Derecha
66,520000,7,4,7,Derecha
57,1030000,7,5,5,Derecha
58,1030000,5,6,1,Izquierda
67,970000,4,8,6,Centro
55,810000,6,7,8,Izquierda
59,580000,5,3,6,Derecha
39,430000,6,4,9,Derecha
51,5270000,4,8,3,Centro
34,350000,9,4,7,Derecha
50,830000,4,6,8,Izquierda
60,780000,9,4,7,Derecha
32,970000,5,6,2,Izquierda
18,2080000,7,6,6,Centro
57,830000,3,4,3,Izquierda
37,860000,6,4,6,Centro
52,1400000,7,3,8,Derecha
41,1670000,5,5,3,Centro
61,2390000,7,2,10,Derecha
23,800000,4,5,7,Derecha
26,1670000,8,4,9,Derecha
52,2340000,3,9,3,Izquierda
23,620000,8,5,6,Derecha
47,440000,6,6,3,Centro
18,720000,6,5,5,Centro
49,760000,5,7,5,Izquierda
43,700000,7,6,6,Centro
48,3580000,5,6,7,Derecha
76,1570000,7,6,7,Centro
48,1430000,7,4,4,Centro
64,920000,6,5,8,Derecha
26,510000,10,4,6,Derecha
38,1420000,4,6,5,Izquierda
44,700000,6,7,4,Izquierda
18,990000,4,5,5,Centro
51,1430000,7,6,5,Centro
62,1870000,6,5,4,Centro
50,1450000,8,4,7,Derecha
54,1790000,6,5,7,Derecha
55,3330000,6,4,6,Derecha
26,840000,6,6,10,Derecha
26,860000,3,4,6,Centro
60,1600000,4,3,6,Centro
46,780000,4,7,2,Izquierda
34,2300000,7,1,4,Derecha
43,840000,5,6,10,Derecha
63,2120000,5,5,8,Derecha
37,630000,7,6,5,Derecha
49,1520000,6,9,5,Izquierda
49,890000,5,5,5,Centro
31,930000,4,3,7,Derecha
46,3150000,3,9,3,Izquierda
41,1290000,3,7,4,Izquierda
59,2210000,5,6,2,Izquierda
38,3800000,7,3,3,Centro
56,3590000,5,6,5,Centro
44,980000,7,4,9,Derecha
28,730000,7,5,5,Centro
37,780000,8,4,5,Derecha
43,520000,10,5,2,Derecha
53,1470000,1,7,5,Izquierda
48,2080000,7,4,1,Izquierda
43,700000,3,6,6,Izquierda
25,2390000,6,5,5,Derecha
40,1030000,8,4,6,Derecha
32,1020000,7,4,5,Centro
35,1570000,7,3,5,Centro
47,1140000,6,1,7,Derecha
85,1600000,4,5,6,Centro
85,970000,4,5,6,Centro
59,1350000,4,2,3,Derecha
42,560000,5,6,5,Centro
69,3810000,7,8,4,Izquierda
38,1440000,3,5,6,Centro
18,1330000,5,4,6,Centro
18,1210000,6,5,6,Centro
37,610000,4,5,8,Izquierda
50,350000,5,5,6,Derecha
46,520000,7,8,9,Centro
37,1770000,6,5,6,Derecha
24,480000,4,7,6,Izquierda
26,3100000,3,7,7,Izquierda
58,580000,6,4,6,Izquierda
43,580000,1,9,1,Izquierda
31,990000,6,7,5,Izquierda
76,3490000,6,6,3,Centro
45,960000,6,4,7,Derecha
57,4250000,5,4,5,Derecha
85,3080000,9,5,8,Derecha
53,1140000,6,8,8,Izquierda
60,490000,6,4,7,Derecha
44,1390000,4,6,3,Centro
69,760000,5,8,5,Izquierda
45,4020000,1,10,5,Izquierda
53,1650000,7,4,4,Centro
60,1070000,4,5,4,Derecha
36,820000,4,5,7,Derecha
18,880000,7,3,5,Centro
66,2240000,4,7,5,Derecha
52,1460000,4,2,3,Derecha
32,1190000,3,7,5,Centro
40,1390000,8,4,8,Derecha
51,2020000,3,5,1,Centro
71,810000,6,5,6,Derecha
31,1270000,6,4,4,Centro
22,1460000,7,4,8,Derecha
48,910000,7,2,6,Derecha
46,430000,6,8,9,Izquierda
49,4210000,3,8,1,Izquierda
50,570000,5,7,4,Centro
46,1260000,6,7,5,Derecha
39,590000,4,8,10,Izquierda
48,710000,4,6,4,Izquierda
59,1260000,4,7,3,Izquierda
33,2940000,4,6,7,Centro
32,720000,2,9,5,Izquierda
50,1250000,3,5,6,Centro
39,1360000,5,10,7,Izquierda
67,2120000,8,4,8,Derecha
31,1180000,6,5,6,Centro
37,1460000,8,4,4,Derecha
25,1590000,3,6,2,Izquierda
69,1180000,3,6,5,Izquierda
42,2970000,4,9,6,Izquierda
37,1040000,4,7,4,Izquierda
18,1720000,7,7,8,Derecha
41,1860000,6,6,3,Izquierda
31,1830000,7,1,9,Derecha
42,1580000,5,8,5,Centro
46,630000,3,5,5,Izquierda
68,2780000,5,4,7,Centro
21,520000,9,5,4,Derecha
25,1170000,10,4,5,Derecha
33,1250000,4,9,6,Izquierda
42,610000,7,6,5,Centro
31,770000,5,9,6,Izquierda
29,540000,5,7,6,Izquierda
21,1350000,3,10,5,Izquierda
37,2850000,5,5,4,Centro
41,1380000,4,8,8,Izquierda
56,5500000,4,9,9,Izquierda
60,1700000,5,5,7,Centro
43,1320000,3,8,6,Izquierda
45,1820000,6,3,6,Centro
40,1470000,7,7,5,Izquierda
50,1090000,4,5,5,Centro
41,1280000,3,7,7,Centro
53,1340000,8,5,3,Derecha
29,2700000,4,5,5,Centro
48,750000,5,6,5,Centro
32,1320000,5,5,4,Izquierda
45,780000,5,5,6,Centro
33,1440000,7,7,7,Centro
30,1550000,9,1,10,Derecha
54,530000,6,4,4,Derecha
60,1460000,9,5,9,Derecha
69,3650000,1,9,5,Izquierda
34,1130000,4,8,6,Izquierda
45,1580000,7,6,6,Derecha
50,870000,3,5,4,Centro
54,2300000,6,6,5,Centro
36,1390000,4,5,5,Izquierda
40,730000,7,4,1,Izquierda
64,3530000,5,4,3,Centro
33,710000,6,9,6,Izquierda
39,2460000,5,4,9,Derecha
57,1840000,4,5,5,Centro
30,1900000,4,7,3,Izquierda
69,1440000,6,4,6,Derecha
18,770000,4,4,5,Centro
62,350000,3,7,5,Izquierda
32,850000,5,7,3,Izquierda
47,500000,7,7,6,Izquierda
31,540000,1,6,5,Izquierda
62,1960000,6,4,6,Derecha
58,1730000,3,10,1,Izquierda
51,770000,9,1,8,Derecha
36,860000,7,6,4,Derecha
32,3680000,5,2,3,Centro
43,1700000,6,6,7,Centro
50,2970000,8,4,2,Centro
35,1520000,7,8,5,Centro
29,930000,3,6,6,Centro
24,800000,3,5,8,Centro
45,2200000,7,5,4,Izquierda
52,740000,3,8,5,Izquierda
57,1360000,6,7,8,Izquierda
59,1650000,7,4,5,Centro
53,390000,5,6,6,Izquierda
47,1230000,7,8,7,Centro
43,530000,4,9,6,Izquierda
38,1220000,5,7,7,Izquierda
40,720000,6,6,6,Izquierda
52,1580000,9,3,10,Derecha
33,1520000,6,5,6,Centro
35,430000,6,6,5,Derecha
34,2300000,5,6,5,Centro
60,810000,6,5,7,Izquierda
65,2950000,4,6,9,Centro
36,1320000,4,3,4,Derecha
37,800000,2,5,5,Centro
53,760000,5,5,4,Izquierda
50,1680000,3,5,5,Centro
53,1720000,6,2,5,Derecha
18,790000,6,3,8,Centro
62,1250000,6,4,7,Derecha
46,730000,4,6,2,Izquierda
61,990000,5,7,4,Centro
60,940000,5,6,7,Centro
42,1320000,6,9,3,Izquierda
71,350000,3,8,5,Izquierda
50,1830000,7,4,6,Derecha
28,2130000,4,5,6,Centro
48,680000,7,6,4,Centro
34,920000,5,3,3,Centro
46,1130000,5,7,1,Centro
49,1220000,5,4,6,Centro
51,1030000,6,4,9,Centro
18,350000,7,3,8,Derecha
27,1720000,6,7,4,Centro
40,350000,7,3,5,Derecha
51,860000,2,4,3,Izquierda
18,610000,6,3,4,Centro
37,1600000,3,5,8,Centro
55,2090000,6,2,5,Derecha
52,1080000,4,10,8,Izquierda
45,810000,3,3,7,Centro
18,5190000,7,5,5,Derecha
46,1110000,4,10,4,Izquierda
37,2600000,7,5,2,Derecha
48,1560000,7,8,5,Derecha
54,1630000,4,5,4,Izquierda
39,780000,5,8,10,Centro
54,1130000,2,5,2,Izquierda
41,5320000,7,4,6,Derecha
30,1360000,7,6,7,Derecha
51,1440000,6,4,4,Derecha
67,620000,7,4,5,Derecha
58,2270000,4,5,2,Centro
49,830000,5,6,7,Izquierda
64,820000,10,1,6,Derecha
18,1370000,6,4,7,Centro
38,630000,7,5,6,Derecha
50,850000,7,6,3,Izquierda
32,650000,3,9,5,Izquierda
62,3530000,8,4,5,Derecha
18,1900000,9,6,8,Centro
47,1330000,5,7,5,Centro
36,1850000,7,7,9,Izquierda
67,1530000,6,5,6,Derecha
19,940000,6,5,4,Derecha
42,1170000,5,7,3,Izquierda
37,1660000,7,4,6,Derecha
65,1610000,3,6,2,Centro
35,3470000,5,7,3,Izquierda
45,3800000,7,2,5,Derecha
48,460000,2,8,4,Izquierda
30,1800000,5,5,6,Derecha
38,1360000,5,2,3,Centro
58,990000,7,1,7,Derecha
20,1070000,5,4,5,Derecha
45,1320000,5,8,8,Derecha
63,1000000,7,6,6,Derecha
39,570000,5,8,4,Izquierda
47,1090000,3,6,7,Centro
36,850000,7,4,5,Derecha
54,1270000,4,9,3,Izquierda
40,620000,1,5,3,Izquierda
46,1640000,6,2,10,Derecha
27,3350000,5,6,7,Izquierda
80,1540000,4,5,5,Derecha
43,5500000,6,7,3,Centro
34,1410000,3,5,9,Derecha
40,4420000,4,6,7,Izquierda
41,1940000,6,1,3,Derecha
31,2060000,6,8,7,Centro
31,2350000,6,3,3,Izquierda
45,740000,6,5,1,Izquierda
28,2290000,3,6,6,Centro
50,1360000,5,7,5,Centro
26,2000000,10,4,6,Derecha
26,880000,7,6,4,Centro
18,2570000,5,6,4,Izquierda
53,1720000,1,8,7,Izquierda
61,2250000,7,4,7,Derecha
23,890000,6,5,7,Centro
26,1110000,4,9,1,Izquierda
48,1520000,5,9,7,Centro
26,1260000,7,3,4,Derecha
35,350000,7,6,5,Derecha
51,4400000,5,4,4,Derecha
24,1530000,8,5,5,Derecha
22,2590000,5,7,8,Derecha
45,810000,10,6,4,Centro
35,990000,7,1,7,Derecha
48,870000,8,1,9,Derecha
79,950000,5,6,7,Centro
43,1280000,4,7,5,Izquierda
43,650000,7,3,5,Centro
51,1170000,4,5,6,Centro
18,730000,8,7,8,Derecha
24,780000,7,7,7,Izquierda
53,350000,5,5,6,Centro
25,760000,3,8,7,Izquierda
41,2060000,4,7,2,Centro
19,2580000,6,7,5,Izquierda
39,630000,8,9,3,Izquierda
35,1630000,5,9,5,Izquierda
27,1930000,4,8,6,Izquierda
41,3010000,2,9,5,Izquierda
44,730000,5,7,5,Izquierda
28,2020000,7,4,3,Centro
61,900000,4,5,5,Centro
58,680000,4,4,5,Centro
45,2030000,4,5,4,Centro
71,1960000,7,9,5,Izquierda
49,880000,5,7,7,Centro
18,350000,8,7,7,Centro
57,1530000,10,3,6,Derecha
42,880000,8,4,4,Derecha
85,420000,5,5,9,Derecha
52,970000,4,6,4,Derecha
56,3610000,8,3,3,Derecha
34,2650000,6,5,5,Centro
19,1190000,4,5,5,Izquierda
38,860000,7,1,3,Derecha
50,2210000,5,8,9,Izquierda
43,1350000,7,6,5,Centro
42,1710000,4,7,7,Centro
33,1920000,8,6,4,Izquierda
55,1720000,3,9,6,Izquierda
50,540000,5,4,3,Centro
53,3050000,3,6,3,Centro
29,1490000,4,8,7,Izquierda
37,690000,3,8,5,Centro
62,500000,8,3,4,Derecha
38,2430000,10,6,10,Derecha
42,1060000,3,9,7,Izquierda
18,1900000,3,7,4,Izquierda
36,780000,6,5,6,Centro
41,960000,5,7,3,Centro
36,2070000,5,7,5,Centro
37,1510000,4,8,4,Izquierda
44,2440000,6,5,9,Centro
43,1720000,5,5,4,Derecha
37,1100000,4,7,5,Izquierda
30,350000,9,4,8,Derecha
50,1100000,8,3,9,Derecha
39,350000,5,7,3,Centro
18,2440000,3,7,3,Izquierda
41,1570000,2,6,4,Izquierda
41,1950000,3,8,3,Izquierda
39,760000,1,7,5,Izquierda
39,1390000,4,4,7,Centro
51,2770000,2,6,6,Izquierda
22,2190000,4,10,5,Izquierda
47,570000,1,10,3,Izquierda
51,1690000,6,8,6,Centro
63,600000,6,5,6,Izquierda
38,2540000,9,5,6,Derecha
33,4170000,6,4,2,Derecha
42,960000,2,5,5,Izquierda
25,2890000,7,4,8,Derecha
36,2880000,7,6,5,Centro
36,1630000,6,3,5,Derecha
25,560000,4,7,4,Izquierda
43,2970000,5,4,1,Centro
30,1460000,6,4,6,Derecha
42,850000,3,5,2,Izquierda
45,1200000,3,8,6,Izquierda
19,970000,10,5,9,Derecha
39,1110000,5,6,6,Izquierda
61,2330000,7,7,7,Centro
51,1820000,8,3,6,Derecha
25,640000,4,4,3,Izquierda
39,1880000,6,6,6,Centro
51,1500000,8,5,7,Centro
40,730000,7,3,5,Centro
50,1910000,9,4,7,Derecha
41,950000,5,6,5,Izquierda
53,1330000,2,7,9,Izquierda
49,2700000,6,7,5,Centro
43,640000,5,9,7,Izquierda
25,370000,8,7,7,Centro
45,350000,8,5,8,Derecha
43,1310000,8,1,6,Derecha
35,1180000,7,7,5,Centro
77,1210000,5,4,4,Derecha
35,950000,9,3,5,Derecha
68,1100000,5,4,6,Izquierda
32,1080000,5,8,3,Izquierda
37,940000,3,8,4,Izquierda
44,1160000,7,4,6,Derecha
42,1340000,4,9,7,Izquierda
40,2580000,3,5,3,Izquierda
71,350000,5,6,3,Izquierda
50,1280000,6,5,4,Centro
26,1780000,5,5,6,Centro
44,1340000,3,5,6,Izquierda
34,1580000,7,3,6,Derecha
65,2020000,4,6,5,Centro
38,890000,5,5,5,Izquierda
65,1090000,7,7,3,Centro
58,2070000,4,8,7,Centro
40,1220000,4,5,4,Centro
41,860000,3,8,8,Izquierda
51,1210000,5,4,6,Centro
42,1280000,1,5,5,Izquierda
71,880000,4,7,4,Izquierda
44,1990000,3,6,4,Izquierda
53,530000,5,6,5,Centro
41,3000000,1,8,6,Izquierda
18,2150000,10,3,7,Derecha
66,1150000,9,4,8,Derecha
54,1780000,6,6,6,Centro
49,700000,5,8,6,Centro
18,1710000,6,2,10,Derecha
40,3170000,4,6,5,Izquierda
58,750000,8,5,8,Derecha
42,570000,4,6,5,Izquierda
35,480000,5,4,7,Centro
57,1820000,6,6,1,Izquierda
27,2320000,2,6,6,Izquierda
26,2250000,7,5,5,Derecha
31,1140000,5,7,4,Izquierda
56,590000,8,3,6,Derecha
59,1370000,7,5,10,Derecha
56,510000,6,5,8,Derecha
65,680000,4,7,8,Centro
36,1200000,8,4,5,Derecha
40,1010000,4,7,5,Izquierda
67,1010000,4,6,9,Centro
18,1530000,5,5,8,Centro
64,750000,3,7,7,Izquierda
75,370000,6,7,8,Derecha
40,500000,7,7,3,Izquierda
73,2180000,2,7,4,Centro
27,430000,3,6,8,Centro
33,2030000,5,8,6,Izquierda
27,2200000,5,8,5,Izquierda
63,930000,6,6,5,Izquierda
68,920000,7,7,5,Centro
18,1410000,4,8,6,Izquierda
52,2550000,7,4,3,Centro
53,4550000,4,10,5,Izquierda
59,1290000,6,9,5,Izquierda
35,1350000,5,6,8,Izquierda
45,2370000,5,6,5,Centro
36,640000,5,8,7,Centro
25,1140000,3,7,7,Centro
66,930000,8,3,7,Derecha
18,740000,1,6,5,Izquierda
38,1530000,3,5,5,Izquierda
38,1230000,4,7,3,Centro
55,870000,4,5,5,Centro
18,2320000,8,7,6,Centro
38,1240000,7,4,6,Derecha
51,630000,5,5,6,Derecha
50,920000,5,4,2,Centro
56,740000,5,5,9,Izquierda
24,1730000,6,5,6,Izquierda
64,1050000,1,5,7,Izquierda
44,650000,9,2,8,Derecha
31,1100000,9,4,3,Derecha
33,3280000,4,6,4,Izquierda
53,1100000,6,4,5,Centro
69,750000,1,10,6,Izquierda
18,540000,5,5,4,Derecha
33,1260000,6,3,9,Derecha
39,770000,6,4,6,Centro
66,860000,4,7,2,Izquierda
34,790000,8,5,8,Derecha
41,1640000,7,8,4,Derecha
44,710000,8,6,7,Derecha
51,810000,9,5,8,Derecha
48,1320000,5,8,5,Izquierda
41,710000,7,7,6,Centro
27,580000,5,7,1,Izquierda
37,5500000,5,9,5,Izquierda
36,3660000,5,4,4,Centro
39,790000,7,6,7,Derecha
42,790000,7,5,6,Derecha
41,1490000,6,4,6,Derecha
27,2670000,8,3,7,Centro
39,750000,6,8,4,Izquierda
45,920000,10,5,7,Derecha
33,1120000,7,1,5,Derecha
51,1360000,7,7,4,Centro
39,1090000,1,7,2,Centro
58,2700000,2,6,7,Izquierda
46,930000,5,5,5,Centro
37,1200000,9,2,5,Derecha
36,770000,6,7,6,Centro
67,1530000,6,4,7,Centro
46,650000,8,2,6,Derecha
59,870000,1,8,3,Izquierda
36,1960000,4,6,4,Centro
29,1360000,9,4,6,Derecha
70,910000,5,4,6,Centro
66,1220000,3,9,6,Izquierda
57,4130000,5,5,4,Derecha
57,1360000,6,7,7,Centro
30,1420000,6,3,7,Centro
18,1170000,6,3,6,Centro
52,850000,3,8,7,Izquierda
35,1990000,5,7,4,Centro
40,1930000,7,4,6,Derecha
44,880000,6,2,6,Derecha
33,1120000,5,9,5,Izquierda
52,1280000,7,5,5,Centro
34,1060000,5,6,7,Izquierda
42,480000,6,4,3,Izquierda
46,970000,2,10,4,Izquierda
56,1970000,9,3,6,Derecha
39,350000,5,6,6,Centro
50,930000,10,4,6,Derecha
46,1550000,9,7,4,Centro
55,610000,9,3,6,Derecha
52,350000,9,3,7,Centro
80,590000,7,8,7,Centro
38,740000,5,8,1,Izquierda
41,1020000,7,7,5,Centro
29,930000,8,6,1,Centro
50,3130000,5,5,7,Derecha
74,350000,6,6,5,Derecha
52,2440000,6,5,1,Derecha
57,1420000,6,6,6,Centro
36,510000,7,7,5,Centro
48,5230000,7,4,6,Derecha
19,3480000,8,4,6,Derecha
44,1210000,3,8,2,Izquierda
23,2070000,3,6,7,Centro
37,660000,5,5,10,Derecha
47,1840000,5,5,6,Centro
25,2080000,8,6,6,Centro
42,1310000,5,8,6,Izquierda
27,2200000,6,5,9,Derecha
20,1210000,3,6,1,Izquierda
54,360000,6,3,7,Centro
33,1320000,6,5,7,Centro
43,1010000,3,6,7,Centro
61,630000,7,6,8,Derecha
47,1230000,5,4,7,Izquierda
55,1500000,2,7,3,Izquierda
32,460000,5,6,5,Centro
42,450000,4,6,6,Izquierda
26,1320000,5,7,5,Izquierda
70,920000,6,4,6,Derecha
49,370000,9,3,9,Derecha
18,1050000,7,7,4,Izquierda
62,2030000,2,6,2,Centro
21,2230000,5,6,9,Centro
56,3210000,3,5,4,Izquierda
46,450000,8,5,8,Derecha
52,1700000,5,7,5,Centro
30,920000,4,7,8,Izquierda
33,1490000,6,4,4,Derecha
66,1750000,5,6,5,Centro
25,2180000,5,8,3,Izquierda
37,470000,7,5,6,Centro
20,1080000,10,4,6,Derecha
43,620000,4,5,3,Centro
30,2850000,5,10,5,Izquierda
18,1140000,5,7,6,Derecha
81,580000,10,4,8,Derecha
38,760000,8,5,5,Centro
43,410000,5,4,8,Izquierda
55,430000,1,7,5,Izquierda
42,710000,7,3,4,Derecha
30,790000,6,5,6,Centro
31,3420000,9,4,5,Derecha
42,870000,5,6,4,Centro
21,1220000,8,4,9,Derecha
50,350000,5,6,7,Derecha
38,350000,3,10,10,Izquierda
52,1050000,8,6,5,Centro
34,730000,1,9,5,Izquierda
23,3800000,7,8,5,Centro
28,3210000,2,6,6,Centro
30,670000,3,9,4,Izquierda
53,3170000,3,8,3,Izquierda
38,1100000,3,5,4,Izquierda
60,1260000,3,5,8,Centro
49,2070000,3,5,3,Izquierda
38,1610000,4,10,6,Izquierda
39,3280000,8,7,6,Centro
18,580000,6,6,6,Centro
48,460000,4,9,7,Izquierda
33,1360000,5,6,1,Centro
18,830000,4,7,5,Izquierda
45,850000,9,4,5,Derecha
42,440000,7,5,5,Centro
67,530000,5,5,5,Izquierda
18,1390000,7,5,6,Derecha
66,870000,8,5,6,Derecha
39,590000,6,7,8,Centro
18,930000,3,5,7,Izquierda
56,720000,4,4,7,Centro
62,580000,8,4,6,Derecha
57,350000,4,6,5,Izquierda
52,1350000,5,5,5,Centro
44,2570000,5,6,5,Centro
18,2020000,5,5,1,Izquierda
58,1490000,4,3,8,Derecha
47,1520000,7,6,2,Izquierda
38,2400000,6,6,2,Derecha
29,1020000,4,5,3,Izquierda
48,1000000,7,7,3,Izquierda
53,1950000,3,5,5,Izquierda
45,970000,8,5,5,Derecha
37,400000,7,7,5,Izquierda
48,2010000,7,4,7,Derecha
29,990000,9,3,8,Derecha
18,3320000,8,6,8,Centro
54,690000,5,5,4,Izquierda
32,2330000,7,5,7,Izquierda
18,1210000,5,6,5,Izquierda
60,900000,5,5,8,Derecha
61,1760000,5,5,5,Derecha
56,4240000,6,9,5,Izquierda
27,350000,4,8,4,Izquierda
59,1110000,2,6,2,Izquierda
46,1410000,8,6,6,Derecha
39,1830000,3,7,4,Izquierda
47,2780000,8,1,9,Derecha
18,480000,5,8,9,Centro
53,1240000,6,8,3,Izquierda
37,770000,4,6,2,Centro
44,2170000,6,5,5,Centro
67,5240000,7,3,9,Derecha
75,1310000,6,7,6,Derecha
29,1680000,4,6,2,Centro
49,1550000,5,5,4,Izquierda
37,5030000,5,4,5,Derecha
66,860000,8,5,4,Centro
42,530000,3,9,7,Izquierda
51,1040000,8,4,10,Derecha
49,590000,5,7,8,Centro
38,1560000,4,4,5,Centro
48,2870000,2,5,6,Izquierda
36,1150000,6,5,6,Centro
34,1760000,7,7,7,Centro
36,920000,1,6,8,Izquierda
20,420000,4,6,5,Centro
29,2920000,7,2,7,Derecha
18,1430000,5,7,5,Izquierda
48,720000,9,3,8,Derecha
27,1810000,6,5,6,Derecha
64,2320000,6,8,5,Izquierda
48,1980000,8,5,5,Derecha
48,890000,5,2,6,Centro
32,1950000,4,8,1,Izquierda
63,930000,5,7,5,Centro
58,500000,4,7,5,Izquierda
36,790000,6,5,5,Izquierda
49,1280000,7,7,3,Centro
46,830000,7,5,4,Derecha
28,1680000,6,6,7,Centro
25,3770000,2,8,6,Izquierda
60,1320000,4,6,5,Izquierda
54,1430000,5,3,5,Derecha
18,1790000,3,6,5,Centro
42,670000,3,5,7,Izquierda
19,550000,2,9,2,Izquierda
65,1380000,4,8,6,Izquierda
45,840000,3,8,4,Izquierda
